[2023-03-08T00:14:05.005Z] [com.hazelcast.logging.StandardLoggerFactory$StandardLogger] [hz.employee-hazelcast-instance.InvocationMonitorThread] [[32m[0;39m] [49] [WARN ] [192.168.64.1]:5701 [dev] [3.11.2] MonitorInvocationsTask delayed 1071878 ms
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/webjars/springfox-swagger-ui/images/throbber.gif'; against '/logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [156] [DEBUG] Request 'GET /webjars/springfox-swagger-ui/images/throbber.gif' doesn't match 'POST /logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [156] [DEBUG] Request 'POST /api/v1/employees' doesn't match 'GET /logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [156] [DEBUG] Request 'GET /webjars/springfox-swagger-ui/images/throbber.gif' doesn't match 'PUT /logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', DELETE]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/api/v1/employees'; against '/logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [156] [DEBUG] Request 'GET /webjars/springfox-swagger-ui/images/throbber.gif' doesn't match 'DELETE /logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [72] [DEBUG] No matches found
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [156] [DEBUG] Request 'POST /api/v1/employees' doesn't match 'PUT /logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 5 of 11 in additional filter chain; firing Filter: 'BasicAuthenticationFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', DELETE]
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.www.BasicAuthenticationFilter] [http-nio-8080-exec-5] [[32m[0;39m] [170] [DEBUG] Basic Authentication Authorization header found for user 'admin'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [156] [DEBUG] Request 'POST /api/v1/employees' doesn't match 'DELETE /logout'
[2023-03-08T13:55:28.028Z] [org.springframework.security.authentication.ProviderManager] [http-nio-8080-exec-5] [[32m[0;39m] [170] [DEBUG] Authentication attempt using org.springframework.security.authentication.dao.DaoAuthenticationProvider
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [72] [DEBUG] No matches found
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 5 of 11 in additional filter chain; firing Filter: 'BasicAuthenticationFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.www.BasicAuthenticationFilter] [http-nio-8080-exec-9] [[32m[0;39m] [170] [DEBUG] Basic Authentication Authorization header found for user 'admin'
[2023-03-08T13:55:28.028Z] [org.springframework.security.authentication.ProviderManager] [http-nio-8080-exec-9] [[32m[0;39m] [170] [DEBUG] Authentication attempt using org.springframework.security.authentication.dao.DaoAuthenticationProvider
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.www.BasicAuthenticationFilter] [http-nio-8080-exec-5] [[32m[0;39m] [183] [DEBUG] Authentication success: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.www.BasicAuthenticationFilter] [http-nio-8080-exec-9] [[32m[0;39m] [183] [DEBUG] Authentication success: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.AnonymousAuthenticationFilter] [http-nio-8080-exec-5] [[32m[0;39m] [106] [DEBUG] SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy] [http-nio-8080-exec-5] [[32m[0;39m] [87] [DEBUG] Delegating to org.springframework.security.web.authentication.session.ChangeSessionIdAuthenticationStrategy@5cbe9d26
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/webjars/springfox-swagger-ui/images/throbber.gif'; against '/h2-console/**'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/webjars/springfox-swagger-ui/images/throbber.gif'; against '/swagger-ui/**'
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-5] [[32m[0;39m] [219] [DEBUG] Secure object: FilterInvocation: URL: /webjars/springfox-swagger-ui/images/throbber.gif; Attributes: [authenticated]
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-5] [[32m[0;39m] [348] [DEBUG] Previously Authenticated: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.AnonymousAuthenticationFilter] [http-nio-8080-exec-9] [[32m[0;39m] [106] [DEBUG] SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy] [http-nio-8080-exec-9] [[32m[0;39m] [87] [DEBUG] Delegating to org.springframework.security.web.authentication.session.ChangeSessionIdAuthenticationStrategy@5cbe9d26
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.vote.AffirmativeBased] [http-nio-8080-exec-5] [[32m[0;39m] [66] [DEBUG] Voter: org.springframework.security.web.access.expression.WebExpressionVoter@141eea9c, returned: 1
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /api/v1/employees at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-5] [[32m[0;39m] [243] [DEBUG] Authorization successful
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/api/v1/employees'; against '/h2-console/**'
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-5] [[32m[0;39m] [256] [DEBUG] RunAsManager did not change Authentication object
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/api/v1/employees'; against '/swagger-ui/**'
[2023-03-08T13:55:28.028Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [313] [DEBUG] /webjars/springfox-swagger-ui/images/throbber.gif reached end of additional filter chain; proceeding with original chain
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-9] [[32m[0;39m] [219] [DEBUG] Secure object: FilterInvocation: URL: /api/v1/employees; Attributes: [authenticated]
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-9] [[32m[0;39m] [348] [DEBUG] Previously Authenticated: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.vote.AffirmativeBased] [http-nio-8080-exec-9] [[32m[0;39m] [66] [DEBUG] Voter: org.springframework.security.web.access.expression.WebExpressionVoter@141eea9c, returned: 1
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-9] [[32m[0;39m] [243] [DEBUG] Authorization successful
[2023-03-08T13:55:28.028Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-9] [[32m[0;39m] [256] [DEBUG] RunAsManager did not change Authentication object
